ASIN,Group_int,TF_IDF 
0876056664,0,"  (0, 524)	0.4890248865163981
  (0, 233)	0.4776967037088236
  (0, 850)	0.4327641981677837
  (0, 538)	0.45171700629093997
  (0, 85)	0.37593538626351003"
0393307808,0,"  (0, 136)	0.6061345942843055
  (0, 693)	0.6252882611923946
  (0, 519)	0.4915439390601744"
3822855553,0,"  (0, 85)	0.7693084064457711
  (0, 703)	0.638877590600788"
156477418X,0,"  (0, 672)	0.45198540561075895
  (0, 46)	0.48118627684758586
  (0, 564)	0.4398448465876856
  (0, 124)	0.40793953489894696
  (0, 2)	0.45198540561075895"
0811810739,0,"  (0, 798)	0.3631714866033681
  (0, 20)	0.8585215850896948
  (0, 703)	0.24461002844367494
  (0, 449)	0.26685781464698033"
1578632617,0,"  (0, 474)	0.8273915309178119
  (0, 100)	0.5616255465748327"
080131206X,0,"  (0, 447)	0.4827726575075762
  (0, 762)	0.5256886374369507
  (0, 765)	0.45434725582782975
  (0, 484)	0.4434633904352261
  (0, 359)	0.29578845497782613"
1558671943,0,"  (0, 649)	1.0"
B00000IGRN,1,
0881924407,0,
074344440X,0,"  (0, 618)	0.4787698876633971
  (0, 575)	0.4636954728101239
  (0, 411)	0.4203686398412421
  (0, 390)	0.3996563644613618
  (0, 612)	0.4683277699920485"
B00005RGO5,1,
B00005RGO4,1,"  (0, 335)	1.0"
006024528X,0,"  (0, 789)	0.6034497144949196
  (0, 102)	0.6169045923203466
  (0, 544)	0.5052496076693843"
B00000JZW2,1,"  (0, 840)	0.7114654330991074
  (0, 674)	0.7027210951046649"
0760305188,0,"  (0, 638)	0.46159539576147324
  (0, 622)	0.46510413299132164
  (0, 736)	0.5032490367961767
  (0, 785)	0.3938087760661094
  (0, 698)	0.4028186824654899"
0071408819,0,"  (0, 702)	0.7071067811865476
  (0, 616)	0.7071067811865476"
0439420784,0,"  (0, 239)	0.7385295984717716
  (0, 698)	0.6742210558719774"
0787309370,0,"  (0, 328)	0.6762175593693445
  (0, 689)	0.534871362751029
  (0, 352)	0.5065988923294484"
156414383X,0,"  (0, 637)	1.0"
0130462713,0,"  (0, 228)	0.6068187434262218
  (0, 812)	0.5523856648321134
  (0, 185)	0.5715252312143406"
0962818631,0,"  (0, 246)	0.7587546390424914
  (0, 95)	0.6513765406671465"
0452278236,0,"  (0, 211)	0.8020455607470542
  (0, 449)	0.5972628554379915"
B00006AAVW,1,
B00006AAV6,1,"  (0, 213)	1.0"
157794349X,0,"  (0, 611)	0.5684866637964546
  (0, 362)	0.4133472212859205
  (0, 113)	0.45198227100676625
  (0, 612)	0.5492531424000695"
0521645719,0,"  (0, 115)	0.836282197144278
  (0, 169)	0.3770928038947079
  (0, 585)	0.39803656112267677"
1564969584,0,"  (0, 216)	0.40936534368596955
  (0, 55)	0.3569323970779077
  (0, 215)	0.633138931404083
  (0, 189)	0.3631500669454274
  (0, 698)	0.3276707878874722
  (0, 876)	0.25477098831758177"
0873384008,0,"  (0, 116)	0.7571730188750886
  (0, 267)	0.6532143748323247"
0945707029,0,"  (0, 731)	0.6006955389073758
  (0, 554)	0.5463949065400943
  (0, 411)	0.5836244303007021"
B0000041VV,1,
0131422464,0,"  (0, 759)	0.4421017937133603
  (0, 696)	0.4101756612025953
  (0, 215)	0.40410079643350616
  (0, 252)	0.29922705689167806
  (0, 85)	0.3585647681568528
  (0, 574)	0.5048751853030767"
B00006JCG0,1,"  (0, 659)	1.0"
0876856830,0,"  (0, 478)	0.6178980386847056
  (0, 804)	0.5804480344792305
  (0, 417)	0.5303603426527966"
0881925810,0,"  (0, 123)	1.0"
0812511816,0,"  (0, 283)	0.6581667234505914
  (0, 100)	0.3898779954876783
  (0, 803)	0.4811054274798211
  (0, 876)	0.42819304107642997"
B000005HFC,1,"  (0, 173)	0.8475227705644984
  (0, 543)	0.5307590351324004"
1581822243,0,"  (0, 23)	0.44327389323840616
  (0, 681)	0.43360595406114844
  (0, 605)	0.39576119662205905
  (0, 859)	0.43823827437184953
  (0, 703)	0.2557384347954381
  (0, 432)	0.4487897896211833"
0809128381,0,"  (0, 875)	0.4700864066922387
  (0, 739)	0.5128857835927264
  (0, 855)	0.495510307547812
  (0, 150)	0.38347238656635635
  (0, 170)	0.3512625899332717"
0312192037,0,"  (0, 744)	1.0"
0486237796,0,"  (0, 159)	1.0"
0810966344,0,"  (0, 352)	1.0"
1562199374,0,"  (0, 75)	0.692451392230707
  (0, 841)	0.4796926427045794
  (0, 845)	0.5388933456008271"
B000002LGY,1,
0688099173,0,"  (0, 183)	0.5653496659121064
  (0, 819)	0.5384116941442949
  (0, 58)	0.4246155375027004
  (0, 519)	0.4584694626395883"
3882436336,0,
0876859147,0,"  (0, 446)	0.7266874076258921
  (0, 700)	0.6869682755396791"
1929049625,0,"  (0, 9)	0.7997604122020062
  (0, 803)	0.6003193175922937"
0801867940,0,"  (0, 196)	0.5208808802531016
  (0, 39)	0.4372885158307611
  (0, 883)	0.615181440652318
  (0, 543)	0.3987651659639079"
0813521793,0,"  (0, 326)	0.549418162737361
  (0, 779)	0.5341918664231424
  (0, 687)	0.46342201165092767
  (0, 196)	0.44499300153942856"
0446600253,0,
0672318687,0,"  (0, 203)	0.6638643147196278
  (0, 517)	0.7478530414739508"
1555660770,0,"  (0, 526)	0.8604514082497856
  (0, 359)	0.5095325053821012"
0810981866,0,
0814471323,0,"  (0, 220)	0.4843094176018399
  (0, 372)	0.4404812784845276
  (0, 625)	0.4434227687973621
  (0, 319)	0.45678397780713975
  (0, 482)	0.40760922101636793"
0684841347,0,"  (0, 358)	0.3297099331471746
  (0, 17)	0.6594198662943492
  (0, 581)	0.28908414800643834
  (0, 417)	0.28299988375459867
  (0, 738)	0.2667160799009709
  (0, 207)	0.24947679046096347
  (0, 208)	0.30471881987357297
  (0, 728)	0.2580087704809971"
0192627252,0,"  (0, 797)	0.6626286735564837
  (0, 609)	0.5400239351696873
  (0, 689)	0.5189387154805664"
B00000229Q,1,"  (0, 43)	1.0"
1577683684,0,"  (0, 481)	1.0"
0590365169,0,"  (0, 523)	0.5004985757376677
  (0, 349)	0.45907258882494806
  (0, 444)	0.43404575614724067
  (0, 333)	0.4317809220680694
  (0, 878)	0.4048741172052669"
0440983568,0,"  (0, 434)	0.5400261675145723
  (0, 429)	0.5136084336077807
  (0, 286)	0.5467460046839511
  (0, 101)	0.3816371597324111"
1580531784,0,"  (0, 385)	0.5784923266167421
  (0, 448)	0.5363724671349236
  (0, 482)	0.6145333225669246"
0486418936,0,"  (0, 691)	0.760597138380647
  (0, 236)	0.6492241470302618"
0192842439,0,"  (0, 242)	0.41867108039660283
  (0, 563)	0.3832645066182771
  (0, 499)	0.43128647185857083
  (0, 58)	0.6332756119308282
  (0, 378)	0.30129192311047953"
0452283507,0,"  (0, 523)	0.580205726041285
  (0, 645)	0.4660266799695454
  (0, 564)	0.5178877310214584
  (0, 549)	0.4218681631539812"
0671880845,0,"  (0, 421)	0.5537896213798592
  (0, 388)	0.5717929338632128
  (0, 38)	0.4140552040234503
  (0, 93)	0.4415067202853775"
157965214X,0,"  (0, 737)	1.0"
0691015678,0,
0762707127,0,"  (0, 307)	1.0"
0684838273,0,"  (0, 566)	1.0"
1931128030,0,"  (0, 263)	0.8613466908440829
  (0, 703)	0.5080175963211784"
0449209105,0,
1555912532,0,"  (0, 2)	0.6606337548939055
  (0, 849)	0.6470174160885359
  (0, 359)	0.38069870655531995"
0679408045,0,
0842328130,0,"  (0, 165)	0.5472994155787305
  (0, 87)	0.43967630000038366
  (0, 51)	0.5971287100048215
  (0, 449)	0.3880533527920232"
0768903874,0,"  (0, 618)	0.4941031480083223
  (0, 322)	0.4176194044638438
  (0, 333)	0.4315678041589589
  (0, 687)	0.407675253208585
  (0, 593)	0.47854595440590775"
0899191622,0,"  (0, 523)	0.6316971528447605
  (0, 742)	0.6103250407460579
  (0, 207)	0.47797704100317007"
0815627068,0,"  (0, 244)	0.37479382591342875
  (0, 666)	0.38791820247764747
  (0, 386)	0.3224708267412211
  (0, 508)	0.37108668639528525
  (0, 397)	0.3138031702577956
  (0, 146)	0.3558104300322217
  (0, 430)	0.34012018379010345
  (0, 179)	0.3558104300322217"
1893441350,0,"  (0, 635)	0.5021919307166812
  (0, 193)	0.26117283762271104
  (0, 466)	0.505189764504674
  (0, 120)	0.23204670550248999
  (0, 498)	0.5149958733259588
  (0, 703)	0.3245133161729093"
0801090407,0,"  (0, 433)	0.5263628053818735
  (0, 362)	0.4172548740712213
  (0, 26)	0.566807859168256
  (0, 482)	0.4770423649524554"
0800628225,0,"  (0, 795)	0.44705647427285083
  (0, 194)	0.47773458078039804
  (0, 138)	0.47773458078039804
  (0, 139)	0.4367029680251014
  (0, 339)	0.3911142635879569"
055348737X,0,"  (0, 287)	0.8584892962828808
  (0, 687)	0.3582312488860776
  (0, 141)	0.36696934543534443"
158485717X,0,"  (0, 857)	0.4699197049204995
  (0, 854)	0.4699197049204995
  (0, 336)	0.45237791007795275
  (0, 532)	0.37379748157745674
  (0, 39)	0.328631524737207
  (0, 378)	0.3255486630960334"
1566398282,0,"  (0, 605)	1.0"
1889096083,3,"  (0, 262)	0.7572608347737285
  (0, 366)	0.6531125692541798"
B000062YAZ,1,"  (0, 94)	1.0"
0226720632,0,"  (0, 653)	0.44011898004623257
  (0, 765)	0.7671650453839545
  (0, 400)	0.4666402003086523"
080538684X,0,"  (0, 826)	0.4277306145178328
  (0, 588)	0.8107323863487594
  (0, 519)	0.31586312939422906
  (0, 252)	0.24492856635910704"
0156027518,0,"  (0, 415)	0.7806581412393003
  (0, 101)	0.6249582918217829"
1582369070,0,"  (0, 322)	0.5930030338010384
  (0, 817)	0.5930030338010384
  (0, 744)	0.5446969834738661"
B000002B49,1,
0735612714,0,"  (0, 704)	0.4354463103141288
  (0, 507)	0.413753517316755
  (0, 203)	0.4064249239490757
  (0, 651)	0.37919872723698295
  (0, 7)	0.3749775393679956
  (0, 741)	0.4354463103141288"
B00004WFKH,1,
1591820715,0,"  (0, 104)	1.0"
0152026290,0,"  (0, 533)	1.0"
0486292827,0,"  (0, 603)	0.43934347707184535
  (0, 265)	0.36996372955962464
  (0, 253)	0.3994098391042697
  (0, 802)	0.41840949073501876
  (0, 236)	0.390288744429469
  (0, 50)	0.4280001430209878"
1578564026,0,"  (0, 514)	0.4795575785737964
  (0, 261)	0.45334601827093357
  (0, 423)	0.4185022327035253
  (0, 876)	0.6239854147113472"
0962067164,0,"  (0, 98)	0.549144865571216
  (0, 427)	0.538784388328273
  (0, 698)	0.5331194009830875
  (0, 359)	0.35204403674247015"
068486293X,0,"  (0, 829)	0.6503603219657619
  (0, 344)	0.6056612147697704
  (0, 449)	0.4584822183424312"
0812215338,0,"  (0, 195)	0.4269243065318706
  (0, 422)	0.3595512183755335
  (0, 605)	0.3764793191099835
  (0, 710)	0.3915880206912072
  (0, 606)	0.32647653063887067
  (0, 369)	0.3361599227640302
  (0, 543)	0.25575970177500035
  (0, 764)	0.3292070145179582"
0874771501,0,"  (0, 224)	0.8475227705644984
  (0, 543)	0.5307590351324004"
0060677015,0,"  (0, 140)	0.45720715383177885
  (0, 655)	0.4710892167850276
  (0, 310)	0.4494205849630807
  (0, 667)	0.4494205849630807
  (0, 409)	0.4062989588182552"
0789493306,0,"  (0, 360)	1.0"
B000002JEP,1,"  (0, 302)	0.7879937959241469
  (0, 352)	0.6156831795534569"
B000002JEX,1,"  (0, 691)	0.6313779599521502
  (0, 302)	0.6110696901219641
  (0, 352)	0.4774470708894418"
B000002JEV,1,"  (0, 706)	1.0"
0141303050,0,"  (0, 134)	0.5845462314954389
  (0, 778)	0.5799211888469601
  (0, 104)	0.5674478989042157"
9622935257,0,"  (0, 791)	0.5282727587683609
  (0, 137)	0.5683613634648377
  (0, 265)	0.4970757669014309
  (0, 543)	0.3883412607784681"
0137436424,0,"  (0, 748)	0.6457907528226702
  (0, 624)	0.5506460379617606
  (0, 427)	0.5289075953753587"
0937064009,0,"  (0, 875)	0.801063895886129
  (0, 170)	0.5985788458571996"
1559633891,0,"  (0, 215)	1.0"
0156011492,0,"  (0, 265)	1.0"
0804727023,0,"  (0, 512)	0.6806529002357102
  (0, 271)	0.7326060533470334"
B0000086HT,1,"  (0, 390)	1.0"
0971412928,0,"  (0, 512)	0.5807538896053824
  (0, 444)	0.5952977962423263
  (0, 427)	0.5552886217970339"
B00004U01L,1,"  (0, 108)	0.8431404866694878
  (0, 543)	0.5376933324291264"
B00004U019,1,
1585183148,0,"  (0, 3)	0.6964804522935059
  (0, 849)	0.7175757657369941"
B0000042GM,1,"  (0, 724)	0.5255892564547765
  (0, 589)	0.4597149493306392
  (0, 875)	0.47192326581710853
  (0, 106)	0.5382439317277603"
0380726238,0,"  (0, 550)	0.7754906838256451
  (0, 845)	0.6313590098348427"
1857883209,0,"  (0, 280)	0.6003094960469744
  (0, 462)	0.47000662229165924
  (0, 768)	0.5617114457124437
  (0, 359)	0.32125151472553354"
B00004ZDR3,1,
0811201627,0,"  (0, 602)	0.6098905927765514
  (0, 700)	0.660669048358508
  (0, 543)	0.4376641102303568"
B00000JOJW,1,
0671724517,0,"  (0, 380)	1.0"
1882931297,0,
0801861330,0,"  (0, 876)	1.0"
081301851X,0,"  (0, 307)	1.0"
0672320584,0,"  (0, 864)	0.7067384884302557
  (0, 14)	0.57675067562387
  (0, 252)	0.4097308471896238"
0966356799,0,"  (0, 753)	1.0"
B00004XOWM,1,"  (0, 383)	0.6241196515525913
  (0, 233)	0.5441802212328557
  (0, 849)	0.560662596723584"
1560239883,0,"  (0, 65)	0.6283031548356048
  (0, 710)	0.5834700522587113
  (0, 544)	0.5145851180716778"
0312204175,0,"  (0, 821)	0.8195161896755643
  (0, 803)	0.5730560311694175"
053455413X,0,"  (0, 628)	0.7371435359820064
  (0, 133)	0.6757361965737401"
0152163190,0,"  (0, 459)	1.0"
0963310917,0,"  (0, 308)	0.5615313510653516
  (0, 466)	0.504335893140523
  (0, 28)	0.514125427683973
  (0, 352)	0.4074345263593205"
0792274334,0,"  (0, 814)	0.6028467912605803
  (0, 329)	0.5964745056828312
  (0, 536)	0.5298999059607808"
1572481617,0,"  (0, 359)	1.0"
0879238712,0,"  (0, 751)	0.5890375166952267
  (0, 529)	0.6193349872174009
  (0, 30)	0.519094382105935"
B0000897B7,2,"  (0, 424)	1.0"
078795666X,0,"  (0, 433)	0.44542896462380016
  (0, 580)	0.43916143946885683
  (0, 127)	0.43624821712019024
  (0, 196)	0.38001643212562974
  (0, 221)	0.40369206283164694
  (0, 85)	0.3332236341235455"
0141300620,0,"  (0, 421)	0.5865992867889366
  (0, 284)	0.6056692185010185
  (0, 550)	0.5376486533965062"
B00006LJ9O,1,"  (0, 194)	1.0"
1566869803,0,"  (0, 760)	0.3950994394211476
  (0, 553)	0.7959386624661333
  (0, 359)	0.4586699015203828"
0553210092,0,
0195130766,0,"  (0, 648)	0.8677961329799506
  (0, 252)	0.49692038757233925"
0684804573,0,"  (0, 504)	0.5319456792837034
  (0, 701)	0.4539459111661561
  (0, 261)	0.4978967345907631
  (0, 343)	0.5128993524179796"
0684859998,0,"  (0, 394)	0.5138587554142859
  (0, 207)	0.41389992655226354
  (0, 347)	0.5341516441331963
  (0, 612)	0.5285054884804085"
B000067UL3,1,"  (0, 460)	1.0"
0064433609,0,
0486244350,0,"  (0, 815)	0.43005128612594257
  (0, 56)	0.44957823060072566
  (0, 218)	0.4543811867164231
  (0, 406)	0.4409914762029522
  (0, 703)	0.2651587966795264
  (0, 236)	0.3764178177096892"
0871566222,0,"  (0, 243)	0.7032215530258769
  (0, 239)	0.7109707781335839"
1571690867,0,"  (0, 559)	0.5713480591895599
  (0, 407)	0.5653087253982404
  (0, 624)	0.49276891361637926
  (0, 703)	0.33341601344607524"
0071361405,0,"  (0, 756)	0.5618166393941689
  (0, 638)	0.5153153906811462
  (0, 757)	0.4050874768385803
  (0, 395)	0.5046942123063556"
0595088953,0,"  (0, 514)	1.0"
6303192076,3,"  (0, 229)	0.786518870758524
  (0, 459)	0.617566244172021"
1887591222,0,"  (0, 58)	1.0"
0743233840,0,"  (0, 60)	0.7393785207312895
  (0, 634)	0.6732899843909831"
B000008MIQ,1,"  (0, 706)	0.6459569900040608
  (0, 323)	0.5801622560627917
  (0, 459)	0.4961363962712528"
0812005473,0,"  (0, 54)	1.0"
0446609021,0,"  (0, 565)	0.7005015840770195
  (0, 532)	0.7136508464967908"
B000002WW8,1,"  (0, 268)	1.0"
0805003517,0,"  (0, 759)	0.4817194948091124
  (0, 862)	0.5222545320863847
  (0, 785)	0.4455599426780154
  (0, 720)	0.5446768487065045"
0192839632,0,"  (0, 563)	0.6577220986483239
  (0, 150)	0.568252274999839
  (0, 876)	0.49446030468294633"
0930298047,0,
0865733252,0,"  (0, 82)	0.7614504008608379
  (0, 245)	0.6482231768680208"
0802136680,0,"  (0, 104)	0.8240652242686988
  (0, 449)	0.5664949303841819"
B0000029XQ,1,"  (0, 531)	0.6906089979736826
  (0, 728)	0.7232283262689494"
0061043834,0,"  (0, 366)	0.7054925389375234
  (0, 870)	0.7087173466929442"
1558214542,0,"  (0, 526)	0.7345717529323242
  (0, 503)	0.6785310160883824"
0609805797,0,"  (0, 280)	0.3928099387972644
  (0, 617)	0.3292328653692877
  (0, 708)	0.35964791173192256
  (0, 479)	0.3266023083667101
  (0, 608)	0.3151584766047148
  (0, 871)	0.33345041481271825
  (0, 359)	0.21020954802285996
  (0, 184)	0.34489424657471357
  (0, 487)	0.3572621505062196"
B000000CSM,1,"  (0, 379)	0.7185769503514178
  (0, 353)	0.6954474577016269"
630319205X,3,"  (0, 452)	0.6313214859243872
  (0, 229)	0.6099620837065157
  (0, 459)	0.4789357345726347"
0262571676,0,"  (0, 735)	0.6939920505177961
  (0, 605)	0.7199826621649337"
0890879672,0,"  (0, 133)	1.0"
0691012342,0,
0936399201,0,"  (0, 320)	1.0"
0805366245,0,"  (0, 91)	0.8626213195036884
  (0, 252)	0.505850233901019"
0842328610,0,"  (0, 165)	0.5472994155787305
  (0, 87)	0.43967630000038366
  (0, 51)	0.5971287100048215
  (0, 449)	0.3880533527920232"
1886679002,0,"  (0, 697)	0.705070285257291
  (0, 461)	0.7091374287450932"
0380794500,0,"  (0, 835)	0.37919352403967566
  (0, 405)	0.7766468235728916
  (0, 533)	0.2961565180807904
  (0, 565)	0.284823719737998
  (0, 532)	0.2901702056265989"
0486240738,0,"  (0, 494)	0.6474026406173757
  (0, 354)	0.6107762139645732
  (0, 378)	0.4558752432154559"
0521318270,0,"  (0, 439)	0.7204254233489581
  (0, 700)	0.6935324140892585"
081392104X,0,"  (0, 535)	0.3391181208369591
  (0, 146)	0.6220990076570077
  (0, 732)	0.3244040082528335
  (0, 378)	0.22069362334315978
  (0, 845)	0.484142308460468
  (0, 543)	0.20315720638240223
  (0, 764)	0.2614984961540047"
B00000I5XU,1,"  (0, 85)	1.0"
0061091995,0,
080773697X,0,"  (0, 690)	0.4704879273819668
  (0, 630)	0.46514315540294676
  (0, 721)	0.3896709962540589
  (0, 254)	0.427910579957215
  (0, 657)	0.4048946121770995
  (0, 359)	0.2517783915244055"
B00004U2G7,1,"  (0, 650)	1.0"
0316357200,0,
B00005K8KR,1,"  (0, 647)	0.6951143512586353
  (0, 798)	0.7188991853342765"
0439420792,0,"  (0, 698)	1.0"
013065096X,0,"  (0, 14)	0.8152242434594742
  (0, 252)	0.5791454332686462"
0817459278,0,"  (0, 586)	0.7262838647843388
  (0, 768)	0.6873948994238497"
0449001245,0,"  (0, 534)	1.0"
1576854019,0,"  (0, 207)	0.6533396336576188
  (0, 6)	0.7570649398117235"
0895295245,0,"  (0, 276)	0.5352876965018896
  (0, 227)	0.5481758822736963
  (0, 850)	0.4330059862271589
  (0, 100)	0.3106332514731237
  (0, 170)	0.3591421487904699"
0323016774,0,"  (0, 223)	0.4566424207577841
  (0, 120)	0.37676710876789493
  (0, 367)	0.3688061699110854
  (0, 61)	0.40769680692721727
  (0, 152)	0.4153180384177898
  (0, 28)	0.41809149110788923"
0933029012,0,"  (0, 98)	0.5363420167551226
  (0, 445)	0.5923631754864855
  (0, 240)	0.6012013883804784"
1579473350,0,"  (0, 392)	0.7133965595652402
  (0, 159)	0.7007605502598436"
038528179X,0,"  (0, 183)	0.7310156130287733
  (0, 309)	0.6823607356143573"
0786312394,0,"  (0, 767)	0.607706381275106
  (0, 661)	0.5793875697344579
  (0, 252)	0.39910576944649345
  (0, 359)	0.36839867397866183"
B000038A33,1,
B000000NEN,1,"  (0, 364)	1.0"
B0000072J1,1,
0966512405,0,"  (0, 138)	1.0"
6301599241,3,
1571103104,0,"  (0, 759)	0.4959531755219578
  (0, 783)	0.5139754802804591
  (0, 824)	0.49827931045650603
  (0, 871)	0.49150522085848325"
B000009ED0,1,"  (0, 222)	1.0"
630529996X,2,"  (0, 707)	1.0"
0609807838,0,"  (0, 634)	0.5515269665848588
  (0, 234)	0.5440829975270952
  (0, 642)	0.531035645819663
  (0, 100)	0.3432096149593256"
048668735X,0,
B00005B1G0,1,
0915950839,0,"  (0, 246)	1.0"
0140292594,0,"  (0, 116)	1.0"
0374528667,0,"  (0, 744)	1.0"
1919792120,0,
0767904923,0,"  (0, 751)	0.3656267602420621
  (0, 108)	0.3656267602420621
  (0, 581)	0.3412586688768309
  (0, 767)	0.3393644465171783
  (0, 477)	0.3452760872381992
  (0, 187)	0.3892166819841253
  (0, 867)	0.32355023409381767
  (0, 760)	0.3544269766974204"
B0000024Q6,1,
0446405361,0,"  (0, 204)	0.6861883180916664
  (0, 565)	0.5095616240130868
  (0, 532)	0.5191267123233743"
0071389180,0,"  (0, 689)	0.44605395185094937
  (0, 620)	0.5295695449616908
  (0, 152)	0.5295695449616908
  (0, 482)	0.4900490446233788"
0465026141,0,"  (0, 213)	0.45159066131303455
  (0, 353)	0.36493097406602115
  (0, 693)	0.4553804125472793
  (0, 604)	0.45159066131303455
  (0, 533)	0.36970518266212865
  (0, 803)	0.33897476480996225"
0899332846,0,"  (0, 63)	1.0"
0887306101,0,"  (0, 485)	1.0"
0809121123,0,"  (0, 739)	0.5857338824066963
  (0, 855)	0.5658904682041028
  (0, 150)	0.4379391610464962
  (0, 449)	0.38064824736022473"
0449219402,0,"  (0, 190)	0.5162744058635892
  (0, 118)	0.5473846916147735
  (0, 530)	0.5121895430815155
  (0, 532)	0.41411666133342845"
1575667355,0,"  (0, 46)	0.4859901423757694
  (0, 317)	0.4859901423757694
  (0, 757)	0.358851150496882
  (0, 819)	0.4316112852755769
  (0, 85)	0.34150414668198537
  (0, 876)	0.3097412323795407"
