,ASIN,Title,Group
7928,0393316130,The Ethics of Psychoanalysis 1959-1960 (Seminar of Jacques Lacan),Book
7929,0786709901,The Devil's Oasis,Book
7930,0934211736,Iran the Beautiful,Book
7931,B0000039QL,Harlem World,Music
7932,0884196844,The Bible Cure for Weight Loss and Muscle Gain (Bible Cure (Siloam)),Book
7933,0782141218,Flash MX ActionScript: The Designer's Edge,Book
7934,083081700X,Authority to Heal,Book
7935,0140447539,L'Assommoir: The Dram Shop (Penguin Classics),Book
7936,0393309339,The Triggering Town: Lectures and Essays on Poetry and Writing,Book
7937,1581803001,Donna Dewberrys Quick & Easy Murals,Book
7938,0879735783,John Paul II's Book of Mary,Book
7939,0139710868,Writing a Thesis: Substance And Style,Book
7940,6303106730,Sexual Outlaws,Video
7941,0140231730,The White Hotel,Book
7942,0064471055,Prince Caspian (rack) : The Return to Narnia (Narnia),Book
7943,6304475187,National Geographic's Jane Goodall: My Life With the Chimpanzees,Video
7944,0896086704,Culture and Resistance : Conversations with Edward W. Said,Book
7945,0609604198,American English Pronunciation Program (Living Language Pronounce It Perfect),Book
7946,0130175722,"Handbook of CDMA System Design, Engineering and Optimization",Book
7947,0226143295,Writing and Difference,Book
7948,0870834177,The Experience of Life,Book
7949,0830822631,Psychology & Christianity : With Contributions by Gary R. Collins ... Et Al,Book
7950,069000799X,Mr. Gumpy's Motor Car,Book
7951,0072191260,Michael Meyers' A+ Certification (All-In-One Certification (Paperback)),Book
7952,0809120208,Reality of Jesus: An Essay on Christology,Book
7953,B000002KOP,12 Songs,Music
7954,0140365567,The Enormous Crocodile,Book
7955,0970112564,The Message That Comes From Everywhere: Exploring the Common Core of the World's Religions and Modern Science,Book
7956,0762701641,"Best Bike Rides in New England, 4th (4th ed)",Book
7957,067357590X,Ecce Romani: A Latin Reading Program Ii-A Home and School,Book
7958,0201608170,"The Virgin Queen: Elizabeth I, Genius of the Golden Age",Book
7959,0679767967,Back in the World : Stories (Vintage Contemporaries),Book
7960,0061092002,Galilee,Book
7961,0152045562,"Beware, Princess Elizabeth: A Young Royals Book",Book
7962,0521796598,Legislative Politics in Latin America (Cambridge Studies in Comparative Politics),Book
7963,1550374842,Stephanie's Ponytail (Classic Munsch),Book
7964,0451166884,The Want-Ad Killer,Book
7965,B00005QW59,The Blue Angel,DVD
7966,0439338174,8 Practice Tests for Reading and Math: Grade 3 (Ready-To-Go Reproducibles),Book
7967,0679744665,The Moor's Last Sigh (Vintage International),Book
7968,0767912853,The Bipolar Child: The Definitive and Reassuring Guide to Childhood's Most Misunderstood Disorder (Revised and Expanded Edition),Book
7969,0671700758,Psycho Cybernetics,Book
7970,1861002025,Professional Visual Basic 6 Databases (Professional),Book
7971,B000002L5Y,Camouflage,Music
7972,B000002L52,Rumor Has It,Music
7973,038073110X,A Deadly Vineyard Holiday (Martha's Vineyard Mysteries (Paperback)),Book
7974,B000002MG1,Automatic for the People,Music
7975,0226069540,"University of Chicago Readings in Western Civilization, Volume 9 : Twentieth-Century Europe (Readings in Western Civilization)",Book
7976,0070517827,Getting Partnering Right: How Market Leaders Are Creating Long-Term Competitive Advantage,Book
7977,0689831056,Dear Willie Rudd,Book
7978,B00006JDRJ,Healing Yoga for Aches and Pains,Video
7979,B000001F2G,Mantovani's Golden Hits,Music
7980,0881411744,On the Apostolic Preaching,Book
7981,B000053F91,Something to Take the Edge Off,Music
7982,039923960X,LA Oruga Muy Hambrienta,Book
7983,0520057295,Writing Culture: The Poetics and Politics of Ethnography,Book
7984,0764552945,Insurance for Dummies,Book
7985,B000001Y9T,Keys to Ascension,Music
7986,1891279025,Dream-Biz.com,Book
7987,0674194241,Deaf in America: Voices from a Culture,Book
7988,B0000041EI,Brahms: Complete Piano Quartets,Music
7989,0804740569,"The Making of Chinese Foreign and Security Policy in the Era of Reform, 1978-2000",Book
7990,0060287632,Betsy Who Cried Wolf,Book
7991,6304513186,Barney: Barney's Magical Musical Adventure,Video
7992,1581801440,Painting Garden Decor With Donna Dewberry (Decorative Painting),Book
7993,B000083GHG,Operation Paintball: Total Dominance,DVD
7994,0385065396,The Way of Perfection,Book
7995,0415082064,Danish: A Comprehensive Grammar (Routledge Grammars),Book
7996,B00006ZCFI,Blueprint 2: The Gift & The Curse,Music
7997,B00006JOG7,Golden Road,Music
7998,0962959367,Laughing with God,Book
7999,0836267613,Mary Engelbreit's Queen of the Kitchen Cookbook,Book
8000,0201764369,The Web Wizard's Guide to Perl and CGI,Book
8001,0689848226,"It's the Easter Beagle, Charlie Brown (Peanuts)",Book
8002,0451528123,Democracy in America,Book
8003,0521774322,History and Theory in Anthropology,Book
8004,0876031734,The Basics of Camp Nursing,Book
8005,0446672351,Reservation Blues,Book
8006,0679765638,"A History of Israel : From the Rise of Zionism to Our Time (Second Edition, Revised and Updated)",Book
8007,B0000047QI,Good Old Country Gospel,Music
8008,0553572148,Wicked,Book
8009,043910615X,50 Fun-Filled Draw & Write Prompts,Book
8010,1566915562,Moon Handbooks New Zealand (Moon Handbooks : New Zealand),Book
8011,0316142336,At the Plate with...Ken Griffey Jr. (Matt Christopher Sports Biographies),Book
8012,006103102X,Murder Boogies with Elvis,Book
8013,B0000001FF,Ball N' Chain,Music
8014,0743451783,"Black Betty : Featuring an Original Easy Rawlins Short Story ""Gator Green""",Book
8015,0920129234,Goju Ryu Karate Do Kyohan,Book
8016,0375810870,Mud Soup (Step Into Reading),Book
8017,0691001723,Infinity and the Mind,Book
8018,0687052130,Digital Storytellers: The Art of Communicating the Gospel in Worship,Book
8019,6304474865,National Geographic's Gorilla,Video
8020,0963575309,The Complete Jewish Wedding Planner,Book
8021,B00005LLY3,Live At The Plush Room,Music
8022,0874777518,The Eight Essential Steps to Conflict Resolution,Book
8023,B000000ZCW,Afro Roots,Music
8024,0716746204,"Descriptive Inorganic Chemistry, Third Edition",Book
8025,0826408613,Discovering the Laws of Life,Book
8026,055321439X,"Winesburg, Ohio (Bantam Classic)",Book
8027,0679734031,The Art of Fiction : Notes on Craft for Young Writers (Vintage),Book
8028,B00005YB8Z,Dark Ships in the Forest,Music
8029,0312265050,The Naked and the Dead : 50th Anniversary Edition,Book
8030,0253213045,To Bear Any Burden: The Vietnam War and Its Aftermath in the Words of Americans and Southeast Asians (Vietnam War Era Classics Series),Book
8031,0446524565,Swell : A Girl's Guide to the Good Life,Book
8032,0553212168,The Brothers Karamazov,Book
8033,1859842593,Alien Zone II: The Spaces of Science-Fiction Cinema,Book
8034,1571742972,"Bypassing Bypass Surgery: Chelation Therapy: A Non-Surgical Treatment for Reversing Arteriosclersis, Improving Blocked Circulation, and Slowing the Aging Process",Book
8035,B00000BIIP,Triakel,Music
8036,B00000BII9,Michael & George (Feinstein Sings Gershwin),Music
8037,0671640992,The Forest People (Touchstone Book),Book
8038,0764800582,Lift Up Your Heart: A Guide to Spiritual Peace (Triumph Classic),Book
8039,0394753666,The Fatal Shore : The epic of Australia's founding (Vintage),Book
8040,6304474636,National Geographic's Eternal Enemies: Lions and Hyenas,Video
8041,B00005UQK2,Steam Powered Aereo-Takes,Music
8042,0439224209,Firework-Maker's Daughter,Book
8043,0789436507,Padded Board Books: Baby Faces,Book
8044,B00004YLAP,The Record,Music
8045,0425175162,To Wed in Texas (Texas Brothers Trilogy),Book
8046,0804718393,The Freudian Subject,Book
8047,B00005YTRH,Greatest Tits,Music
8048,0130914290,Cryptography and Network Security: Principles and Practice (3rd Edition),Book
8049,0538880899,MARKSTRAT3: The Strategic Marketing Simulation with Student Software,Book
8050,094335837X,I Ching & the Genetic Code: The Hidden Key to Life,Book
8051,0851778941,The 24-Gun Frigate Pandora (Anatomy of the Ship),Book
8052,0919123236,The Bible and the Psyche: Individuation Symbolism in the Old Testament (Studies in Jungian Psychology No. 24),Book
8053,0393090906,Medieval Music (The Norton Introduction to Music History),Book
8054,0596005164,"The Complete FreeBSD, Fourth Edition",Book
8055,0439240719,T'witches #02 : Building A Mystery (T*Witches),Book
8056,0937381284,Porter (Classic Beer Styles Series: 5),Book
8057,B00005LQ04,Suspiria (3 Disc Limited Edition),DVD
8058,0375726292,Another Day of Life (Vintage),Book
8059,0375815163,"Junie B., First Grader (At Last!)",Book
8060,0762404442,Encyclopedia of Mosaic Techniques (Encyclopedia of Art Techniques),Book
8061,0807064734,The Poetics of Space,Book
8062,1575840332,Baby'S First Bible (First Bible Collection),Book
8063,0762409908,ART OF GOLF ANTIQUES A Photographic History of the Art of Golf,Book
8064,1882931165,Mandragore,Book
8065,0316655880,Honeymoon: A Novel,Book
8066,088707314X,"The Thompson Chain-Reference Study Bible: New King James Version, Old and New Testaments",Book
8067,0062503987,Starbright--Meditations for Children,Book
8068,0964421690,America's 100 Best Places to Retire (all new third edition) (America's 100 Best Places to Retire),Book
8069,0874850908,The New Ebony Cookbook,Book
8070,0920236162,Paper Bag Princess (Munsch for Kids),Book
8071,092199107X,Das Reich I,Book
8072,1930608160,Human Resource Management in Virtual Organizations (Research in Human Resource Management),Book
8073,B000000VAN,Mis Mejores Canciones: 17 Super Exitos,Music
8074,0520219325,Visual Piety: A History and Theory of Popular Religious Images,Book
8075,0425191249,Barely A Bride (Berkley Sensation),Book
8076,1585420816,The Spiritual Dimension of the Enneagram : Nine Faces of the Soul,Book
8077,B00000I0W0,"The Bernstein Century - Beethoven: Symphony no 3 'Eroica' / Bernstein, New York PO",Music
8078,B00000JMXE,The Anniversary Collection,Music
8079,0764155210,Encyclopedia of Aquarium Plants,Book
8080,1567181325,The Tree of Life: An Illustrated Study in Magic,Book
8081,0809232618,What to Eat if You Have Cancer,Book
8082,B000062TAK,Cinquieme As: Fifth Ace [France],Music
8083,0071370013,LabVIEW Graphical Programming,Book
8084,1561581143,Spray Finishing,Book
8085,1583224777,Dead Heat: Global Justice and Global Warming,Book
8086,0440486815,Thimble Summer (Yearling Newbery),Book
8087,B00005UJC9,Our America: 15 Patriotic Songs by Our Children,Music
8088,0152024468,Day of the Dead,Book
8089,B000005P4D,Gravity,Music
8090,0813340454,This House Has Fallen: Nigeria in Crisis,Book
8091,044921978X,The Gift of Asher Lev,Book
8092,1883823129,Systems Thinking Basics: From Concepts to Causal Loops,Book
8093,0486256626,How We Invented the Airplane : An Illustrated History,Book
8094,0452281431,Beauty's Punishment (Sleeping Beauty),Book
8095,0811727750,Building Your Own Greenhouse (Greenhouse Basics),Book
8096,042506784X,The Hollow (Hercule Poirot Mysteries (Paperback)),Book
8097,0671728571,Wildest Hearts,Book
8098,0071364315,Conflict Resolution,Book
8099,B000006NUW,Hitsville Usa 1,Music
8100,B00005Q2YN,Widespread Panic - Live at Oak Mountain,DVD
8101,B000002BMT,Captured,Music
8102,0875080847,Amy Carmichael of Dohnavur,Book
8103,0679750789,The Tightwad Gazette #2 : Promoting Thrift as a Viable Alternative Lifestyle,Book
8104,0679762671,A Dog's Life (Vintage),Book
8105,0394703588,The Americans: The National Experience,Book
8106,0876780958,Italic Handwriting Series Book D,Book
8107,1588800342,MCSE SQL Server 2000 Database Design Exam Cram (Exam: 70-229),Book
8108,0226072789,"Historiography : Ancient, Medieval, and Modern",Book
8109,0781731739,"Sobotta Atlas of Human Anatomy: English Text with English Nomenclature, Volume 1",Book
8110,0899333389,"Wyoming Atlas & Gazetteer, Fourth Edition",Book
8111,0310500818,Becoming a Contagious Christian Leader's Guide,Book
8112,0873378989,How to Get a Green Card: Legal Ways to Stay in the U.S.A,Book
8113,0440180295,Slaughterhouse-Five,Book
8114,0761524487,"The Natural Pharmacist : Natural Health Bible from the Most Trusted Alternative Health Site in the World : Your A-Z Guide to Over 300 Conditions, Herbs, Vitamins, and Supplements",Book
8115,0312099436,Women of the Silk,Book
8116,0962113158,The Happy Book,Book
8117,0809128276,"Meister Eckhart, Vol .1: Teacher and Preacher",Book
8118,0312961278,The Empty House,Book
8119,0671017152,"Night of the Living Rerun (Buffy the Vampire Slayer, Book 4)",Book
8120,B000001GO3,"Dvorák, Tchaikovsky, Borodin: Quartets",Music
8121,1582431426,A Legacy: A Novel,Book
8122,0865476063,Suburban Nation: The Rise of Sprawl and the Decline of the American Dream,Book
8123,0672318571,Implementing the IEEE Software Engineering Standards,Book
8124,0380816520,Too Wicked to Marry (Avon Romantic Treasures.),Book
8125,0964483807,Dancing in the Rain: Stories of Exceptional Progress by Parents of Children With Special        Needs,Book
8126,B00005R62U,Bedtime With the Beatles (Blue Cover),Music
8127,1561893692,Comprehensive Curriculum of Basic Skills: Grade 2 (Comprehensive Curriculum),Book
8128,0471020567,Futures: Fundamental Analysis,Book
8129,1580172601,"Storey's Guide to Raising Rabbits: Breeds, Care, Facilities",Book
8130,0486296024,Common Sense (Dover Thrift Editions),Book
8131,B0000005QQ,King of California,Music
8132,B000002TVG,"Slow Jams: The Timeless Collection, Vol. 3",Music
8133,0671026305,Unnatural Selection  (Buffy the Vampire Slayer),Book
8134,1584280573,Master Posing Guide for Portrait Photographers,Book
8135,0805841040,"Structural Equation Modeling With Amos: Basic Concepts, Applications, and Programming (Multivariate Applications Series)",Book
8136,1566914345,The People's Guide to Mexico (Peoples Guide to Mexico),Book
8137,0312217870,Africa in Chaos : A Comparative History,Book
8138,0844204625,NTC's Dictionary of American Slang and Colloquial Expressions,Book
8139,0553562940,Uncharted Territory,Book
8140,0943358078,Awaken Healing Energy Through Tao,Book
8141,0446391174,Adventures in the Screen Trade,Book
8142,B00004XPQ0,Kathy Smith's Fat Burning Breakthrough,Video
8143,B000000GOU,"Television's Greatest Hits, Vol.4: Black & White Classics",Music
8144,0060245603,Today I Feel Silly: And Other Moods That Make My Day,Book
8145,0517707829,Bringing It Home: England : The Ultimate Guide to Creating the Feeling of England in Your Home (Bringing It Home),Book
8146,0963277634,"Conversations with Nostradamus: His Prophecies Explained, Vol. 3 (Conversations with Nostradamus)",Book
8147,0735712654,Network Intrusion Detection (3rd Edition),Book
8148,B00000598O,Verdi - Oberto / Bergonzi · Dimitrova · Panerai · Munich RO · Gardelli,Music
8149,0684836319,Democracy And Education,Book
8150,0801090962,The Essence of the Church: A Community Created by the Spirit,Book
8151,B00003CXE7,Gladiator,DVD
8152,B000092Q4U,As the Palaces Burn,Music
8153,B00000417N,Bach: Sonatas Nos. 1-3; Partitas Nos. 1-3,Music
8154,0312265077,The Black Flower : A Novel of the Civil War,Book
8155,B000000NKL,Forest,Music
8156,0689817215,The View from Saturday,Book
8157,0786304553,Socratic Selling: How to Ask the Questions That Get the Sale,Book
8158,1859844359,Ethics: An Essay on the Understanding of Evil,Book
8159,B000001EXX,4,Music
8160,B000002KJQ,Tres Hombres,Music
8161,0783233582,Abbott & Costello Meet Frankenstein,DVD
8162,0876591993,125 Brain Games for Babies,Book
8163,B000001V4I,Sounds of Hawaii,Music
8164,0764422979,Unlearning Church: Just When You Thought You Had Leadership All Figured Out,Book
8165,0226307921,"The Complete Greek Tragedies: Sophocles I (The Complete Greek Tragedies, Vol 1)",Book
8166,0394821440,For Laughing Out Loud: Poems to Tickle Your Funnybone,Book
8167,B00005ATHH,Black Sea [2002 Reissue],Music
8168,0823072711,Human Dimension and Interior Space: A Source Book of Design Reference Standards,Book
8169,1557982198,Getting in: A Step-By-Step Plan for Gaining Admission to Graduate School in Psychology,Book
8170,1572599537,Extraordinary Groups : An Examination of Unconventional Groups,Book
8171,0374527709,The Art of Teaching Art to Children : In School and at Home,Book
8172,B00000HY7Y,"Tchaikovsky, Mendelssoh: Violin Concertos",Music
8173,B000000NI1,"A Winter's Solstice, Vol. 3",Music
